Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	DNMT_WT_ES	DNMT_WT_Epi_2	DNMT_KO_ES	DNMT_KO_Epi_2	TET_WT_ES	TET_WT_Epi_2	TET_KO_ES	TET_KO_Epi_2
B020004J07Rik	4	101834969	101844023	-	B020004J07Rik	ENSMUSG00000035201	RIKEN cDNA B020004J07 gene [Source:MGI Symbol;Acc:MGI:3588238]	-	gene	Name match	0	-2.8220982551574707	-1.1498223543167114	-3.5776023864746094	-3.693835496902466	-3.633866548538208	-0.8530654311180115	-3.584027051925659	-2.6649813652038574
Gm12794	4	101940407	101943183	+	Gm12794	ENSMUSG00000070890	predicted gene 12794 [Source:MGI Symbol;Acc:MGI:3795847]	+	gene	Name match	0	-0.4536155164241791	1.7019344568252563	-3.5269343852996826	-1.6923537254333496	-2.953542709350586	1.4676119089126587	-3.584027051925659	-1.7526594400405884
Dab1	4	103619359	104744844	+	Dab1	ENSMUSG00000028519	disabled 1 [Source:MGI Symbol;Acc:MGI:108554]	+	gene	Name match	0	1.2958643436431885	3.5936734676361084	0.41493427753448486	4.6417927742004395	1.564440369606018	2.7765157222747803	2.628499984741211	3.2789814472198486
Prkaa2	4	105029874	105109890	-	Prkaa2	ENSMUSG00000028518	protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:MGI Symbol;Acc:MGI:1336173]	-	gene	Name match	0	5.612620830535889	3.1312930583953857	5.411686420440674	4.277162075042725	5.346622467041016	3.983109712600708	5.43226957321167	4.15308952331543
Zyg11a	4	108181738	108218048	-	Zyg11a	ENSMUSG00000034645	zyg-11 family member A, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2446208]	-	gene	Name match	0	4.692193508148193	3.479301691055298	4.979902744293213	4.248372554779053	5.1074042320251465	2.6558735370635986	5.10382080078125	3.410595178604126
Zfyve9	4	108637466	108780798	-	Zfyve9	ENSMUSG00000034557	zinc finger, FYVE domain containing 9 [Source:MGI Symbol;Acc:MGI:2652838]	-	gene	Name match	0	5.19236946105957	4.7285261154174805	5.486509799957275	5.418361186981201	5.337762355804443	4.165226459503174	5.6447601318359375	4.6248931884765625
Rab3b	4	108879063	108943324	+	Rab3b	ENSMUSG00000003411	RAB3B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1917158]	+	gene	Name match	0	1.294089913368225	1.417675495147705	2.325535535812378	2.579274892807007	-1.6609612703323364	0.8985392451286316	1.3973902463912964	2.547377824783325
Eps15	4	109280268	109387817	+	Eps15	ENSMUSG00000028552	epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]	+	gene	Name match	0	5.540992736816406	5.996089935302734	6.076339244842529	6.427349090576172	5.413065433502197	6.306058406829834	6.375665187835693	6.331017017364502
Rnf11	4	109451098	109484728	-	Rnf11	ENSMUSG00000028557	ring finger protein 11 [Source:MGI Symbol;Acc:MGI:1352759]	-	gene	Name match	0	5.033472061157227	4.969905376434326	5.5588507652282715	5.466765880584717	5.043704032897949	5.839650630950928	5.4949164390563965	6.447408676147461
Dmrta2	4	109978053	109983687	+	Dmrta2	ENSMUSG00000047143	doublesex and mab-3 related transcription factor like family A2 [Source:MGI Symbol;Acc:MGI:2653629]	+	gene	Name match	0	-0.07914648950099945	-1.4198322296142578	1.0034458637237549	1.1341360807418823	0.43308115005493164	-0.03724579140543938	-0.27290597558021545	0.49698662757873535
Pomgnt1	4	116123840	116159849	+	Pomgnt1	ENSMUSG00000028700	protein O-linked mannose beta 1,2-N- acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1915523]	+	gene	Name match	0	5.454075813293457	5.810173034667969	5.52170991897583	5.376741886138916	5.860611438751221	5.903671741485596	5.673548221588135	5.662694931030273
Toe1	4	116794310	116807640	-	Toe1	ENSMUSG00000028688	target of EGR1, member 1 (nuclear) [Source:MGI Symbol;Acc:MGI:1915526]	-	gene	Name match	0	5.480675220489502	5.685594081878662	5.438142776489258	5.230824947357178	5.421886444091797	5.793155670166016	5.523923397064209	5.221654891967773
Zswim5	4	116877376	116989264	+	Zswim5	ENSMUSG00000033948	zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714]	+	gene	Name match	0	2.988893508911133	3.0235989093780518	3.4344122409820557	3.765498161315918	2.8087093830108643	2.540539026260376	3.5927236080169678	3.5593888759613037
Slc6a9	4	117834506	117875198	+	Slc6a9	ENSMUSG00000028542	solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]	+	gene	Name match	0	2.9764106273651123	2.9687747955322266	3.317744016647339	1.5439634323120117	1.9586619138717651	2.6992385387420654	2.7619006633758545	3.2978909015655518
Kdm4a	4	118136957	118180043	-	Kdm4a	ENSMUSG00000033326	lysine (K)-specific demethylase 4A [Source:MGI Symbol;Acc:MGI:2446210]	-	gene	Name match	0	6.630709648132324	6.45884895324707	6.559347629547119	5.7534308433532715	6.7811713218688965	5.849090576171875	6.8819451332092285	5.969760417938232
Ptprf	4	118208213	118291405	-	Ptprf	ENSMUSG00000033295	protein tyrosine phosphatase, receptor type, F [Source:MGI Symbol;Acc:MGI:102695]	-	gene	Name match	0	7.921939849853516	8.63358211517334	7.812170505523682	8.300416946411133	7.832281589508057	6.976663589477539	8.339496612548828	7.449991226196289
2610528J11Rik	4	118526999	118530228	+	2610528J11Rik	ENSMUSG00000028536	RIKEN cDNA 2610528J11 gene [Source:MGI Symbol;Acc:MGI:1913701]	+	gene	Name match	0	-3.614579677581787	4.825803279876709	-2.651623010635376	4.0912699699401855	-3.633866548538208	4.467479228973389	-3.584027051925659	4.605787754058838
Tmem125	4	118540941	118544044	-	Tmem125	ENSMUSG00000050854	transmembrane protein 125 [Source:MGI Symbol;Acc:MGI:1923409]	-	gene	Name match	0	-1.2166500091552734	2.937433958053589	0.25449734926223755	1.5289236307144165	-1.9475687742233276	1.927115797996521	0.14024941623210907	2.333311080932617
Zfp69	4	120930137	120951699	-	Zfp69	ENSMUSG00000064141	zinc finger protein 69 [Source:MGI Symbol;Acc:MGI:107794]	-	gene	Name match	0	2.359238862991333	1.5663083791732788	2.3873205184936523	2.678074598312378	2.556291341781616	1.8172307014465332	2.6119728088378906	2.400484323501587
Pou3f1	4	124656807	124660655	+	Pou3f1	ENSMUSG00000090125	POU domain, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]	+	gene	Name match	0	0.2687768340110779	7.827260494232178	0.1945044994354248	7.293918609619141	-0.010301758535206318	5.14146089553833	0.2939073145389557	5.304953098297119
Fhl3	4	124700701	124708611	+	Fhl3	ENSMUSG00000032643	four and a half LIM domains 3 [Source:MGI Symbol;Acc:MGI:1341092]	+	gene	Name match	0	3.5388309955596924	4.168043613433838	3.452387571334839	3.4694643020629883	4.5230536460876465	3.950225591659546	4.012457370758057	3.4209892749786377
Rspo1	4	124986430	125009099	+	Rspo1	ENSMUSG00000028871	R-spondin 1 [Source:MGI Symbol;Acc:MGI:2183426]	+	gene	Name match	0	-0.7926514744758606	0.7624995112419128	-2.9986140727996826	2.112541437149048	-0.7807676196098328	1.4936127662658691	-0.9989544749259949	2.197909116744995
Rnf19b	4	129058271	129085886	+	Rnf19b	ENSMUSG00000028793	ring finger protein 19B [Source:MGI Symbol;Acc:MGI:1922484]	+	gene	Name match	0	7.169320106506348	6.235940456390381	7.284198760986328	6.707574367523193	5.536019802093506	5.217962741851807	6.465708255767822	5.923701763153076
C77080	4	129219578	129261404	-	C77080	ENSMUSG00000050390	expressed sequence C77080 [Source:MGI Symbol;Acc:MGI:2140651]	-	gene	Name match	0	7.34213399887085	5.762574672698975	7.053478240966797	5.279294490814209	7.584394454956055	3.880446672439575	7.211240768432617	4.6037750244140625
Zbtb8a	4	129353628	129378116	-	Zbtb8a	ENSMUSG00000028807	zinc finger and BTB domain containing 8a [Source:MGI Symbol;Acc:MGI:1920930]	-	gene	Name match	0	5.199319839477539	5.974367618560791	5.084671497344971	5.51336145401001	5.450395107269287	5.31109619140625	4.992290496826172	4.815729141235352
Epb41	4	131923413	132075321	-	Epb41	ENSMUSG00000028906	erythrocyte membrane protein band 4.1 [Source:MGI Symbol;Acc:MGI:95401]	-	gene	Name match	0	5.728520393371582	5.895196437835693	5.973429203033447	6.29987096786499	5.64853048324585	5.225147247314453	6.537014007568359	6.0525288581848145
Gm12999	4	132532687	132533601	+	Gm12999	ENSMUSG00000087352	predicted gene 12999 [Source:MGI Symbol;Acc:MGI:3651167]	+	gene	Name match	0	-3.0385780334472656	0.3510110378265381	-0.6700036525726318	-2.2395355701446533	-1.3179124593734741	0.26044920086860657	-2.2877037525177	0.6472313404083252
Ahdc1	4	133011260	133078110	+	Ahdc1	ENSMUSG00000037692	AT hook, DNA binding motif, containing 1 [Source:MGI Symbol;Acc:MGI:2444218]	+	gene	Name match	0	6.780010223388672	7.418489456176758	6.407172679901123	7.123773097991943	6.2816290855407715	5.668975353240967	6.526985168457031	6.651284694671631
Man1c1	4	134561690	134704290	-	Man1c1	ENSMUSG00000037306	mannosidase, alpha, class 1C, member 1 [Source:MGI Symbol;Acc:MGI:2446214]	-	gene	Name match	0	2.631347179412842	1.0673542022705078	2.4879770278930664	2.4907147884368896	2.939250946044922	2.2655599117279053	3.6951630115509033	2.732678174972534
Rap1gap	4	137664726	137729861	+	Rap1gap	ENSMUSG00000041351	Rap1 GTPase-activating protein [Source:MGI Symbol;Acc:MGI:109338]	+	gene	Name match	0	4.758321762084961	3.08276629447937	4.295738697052002	1.6673264503479004	3.4747393131256104	2.360020637512207	4.404894828796387	3.5149776935577393
Ece1	4	137862237	137965229	+	Ece1	ENSMUSG00000057530	endothelin converting enzyme 1 [Source:MGI Symbol;Acc:MGI:1101357]	+	gene	Name match	0	3.330995559692383	5.672888278961182	2.8067233562469482	4.823997974395752	4.978074550628662	3.7418909072875977	6.070789337158203	4.957093715667725
Eif4g3	4	137993022	138208508	+	Eif4g3	ENSMUSG00000028760	eukaryotic translation initiation factor 4 gamma, 3 [Source:MGI Symbol;Acc:MGI:1923935]	+	gene	Name match	0	4.72921895980835	5.451352596282959	3.3995277881622314	3.7402381896972656	5.926354885101318	3.86957049369812	6.3843255043029785	4.387342929840088
Arhgef10l	4	140514485	140666012	-	Arhgef10l	ENSMUSG00000040964	Rho guanine nucleotide exchange factor (GEF) 10-like [Source:MGI Symbol;Acc:MGI:1920004]	-	gene	Name match	0	5.393569469451904	3.2320644855499268	5.429643154144287	2.3463075160980225	5.318815231323242	1.3467553853988647	5.327054500579834	2.534613609313965
Epha2	4	141301240	141329384	+	Epha2	ENSMUSG00000006445	Eph receptor A2 [Source:MGI Symbol;Acc:MGI:95278]	+	gene	Name match	0	7.012900352478027	7.383934497833252	7.13198709487915	7.8990325927734375	6.918267726898193	8.20310115814209	6.690080165863037	8.129703521728516
Slc25a34	4	141618824	141623821	-	Slc25a34	ENSMUSG00000040740	solute carrier family 25, member 34 [Source:MGI Symbol;Acc:MGI:2686215]	-	gene	Name match	0	0.25390318036079407	1.0315033197402954	0.541482150554657	-1.9568700790405273	-3.0548782348632812	-2.992661714553833	0.4970458447933197	-2.469993829727173
Pdpn	4	143267431	143299564	-	Pdpn	ENSMUSG00000028583	podoplanin [Source:MGI Symbol;Acc:MGI:103098]	-	gene	Name match	0	4.964672565460205	5.658390522003174	4.851319789886475	5.088747501373291	3.034085512161255	5.628293991088867	3.3666350841522217	5.635878086090088
Zfp980	4	145670685	145704441	+	Zfp980	ENSMUSG00000058186	zinc finger protein 980 [Source:MGI Symbol;Acc:MGI:3712454]	+	gene	Name match	0	5.771903991699219	6.342297077178955	5.430606365203857	5.955230236053467	5.732288360595703	7.282288074493408	5.4933695793151855	6.842151641845703
Srm	4	148591503	148594993	+	Srm	ENSMUSG00000006442	spermidine synthase [Source:MGI Symbol;Acc:MGI:102690]	+	gene	Name match	0	7.574544429779053	8.445327758789062	7.455778121948242	8.200897216796875	7.401018142700195	7.076557159423828	6.941003322601318	6.091109752655029
Clstn1	4	149586468	149648899	+	Clstn1	ENSMUSG00000039953	calsyntenin 1 [Source:MGI Symbol;Acc:MGI:1929895]	+	gene	Name match	0	6.318860054016113	5.07965612411499	6.395610809326172	5.701862335205078	6.985771179199219	5.323293209075928	7.604473114013672	5.745794773101807
Phf13	4	151989633	151996258	-	Phf13	ENSMUSG00000047777	PHD finger protein 13 [Source:MGI Symbol;Acc:MGI:2446217]	-	gene	Name match	0	5.930062770843506	5.482327938079834	6.330097675323486	5.983217716217041	5.061720371246338	5.051590442657471	5.496556758880615	5.382274627685547
Chd5	4	152338651	152390194	+	Chd5	ENSMUSG00000005045	chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258]	+	gene	Name match	0	2.6105964183807373	5.305013179779053	2.447167158126831	4.476084232330322	0.25987228751182556	2.2697479724884033	2.5513241291046143	3.5533626079559326
Arhgef16	4	154278486	154301676	-	Arhgef16	ENSMUSG00000029032	Rho guanine nucleotide exchange factor (GEF) 16 [Source:MGI Symbol;Acc:MGI:2446219]	-	gene	Name match	0	1.5438754558563232	3.313656806945801	1.2341495752334595	1.6962493658065796	1.4970155954360962	1.3987950086593628	4.127082347869873	3.312464714050293
Tmem88b	4	155781591	155785874	-	Tmem88b	ENSMUSG00000073680	transmembrane protein 88B [Source:MGI Symbol;Acc:MGI:2444329]	-	gene	Name match	0	-3.6905813217163086	1.075156807899475	-3.5776023864746094	-1.9062023162841797	-3.633866548538208	-3.0433294773101807	-3.0050384998321533	-2.0859928131103516
Cdk6	5	3341485	3531008	+	Cdk6	ENSMUSG00000040274	cyclin-dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162]	+	gene	Name match	0	5.9509124755859375	5.335978984832764	5.9230804443359375	5.816504955291748	6.129939556121826	3.9125850200653076	5.970921993255615	4.464359283447266
Cyp51	5	4081145	4104746	-	Cyp51	ENSMUSG00000001467	cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]	-	gene	Name match	0	6.246407508850098	7.257656574249268	7.011575222015381	7.596652984619141	7.12190580368042	8.988787651062012	7.341159820556641	8.201094627380371
Gtpbp10	5	5537454	5559538	-	Gtpbp10	ENSMUSG00000040464	GTP-binding protein 10 (putative) [Source:MGI Symbol;Acc:MGI:2385599]	-	gene	Name match	0	4.465625286102295	5.721462726593018	5.281372547149658	6.186695098876953	5.1393723487854	6.745264530181885	5.432773590087891	7.112113952636719
Adam22	5	8072352	8368160	-	Adam22	ENSMUSG00000040537	a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol;Acc:MGI:1340046]	-	gene	Name match	0	3.9612457752227783	3.058458089828491	4.2454833984375	3.9134910106658936	3.2623870372772217	2.8504092693328857	3.7435340881347656	3.1683690547943115
Dbf4	5	8396973	8422716	-	Dbf4	ENSMUSG00000002297	DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]	-	gene	Name match	0	7.3180742263793945	7.525101184844971	7.390543460845947	7.219871520996094	7.700214862823486	8.127320289611816	7.570230007171631	7.603588581085205
Rundc3b	5	8490334	8622952	-	Rundc3b	ENSMUSG00000040570	RUN domain containing 3B [Source:MGI Symbol;Acc:MGI:2685286]	-	gene	Name match	0	1.4297409057617188	2.2361843585968018	2.022268295288086	3.871659517288208	3.080772638320923	3.6857292652130127	3.9038496017456055	3.207456588745117
Abcb1b	5	8798147	8866315	+	Abcb1b	ENSMUSG00000028970	ATP-binding cassette, sub-family B (MDR/TAP), member 1B [Source:MGI Symbol;Acc:MGI:97568]	+	gene	Name match	0	5.339282989501953	5.00885534286499	5.647104263305664	5.539540767669678	5.226814270019531	3.7857296466827393	5.341965198516846	4.327467441558838
9330182L06Rik	5	9266118	9481825	+	9330182L06Rik	ENSMUSG00000056004	RIKEN cDNA 9330182L06 gene [Source:MGI Symbol;Acc:MGI:2443264]	+	gene	Name match	0	-2.453615665435791	-0.2881682217121124	0.045962560921907425	1.7851186990737915	-0.6552700996398926	1.040794849395752	1.7157278060913086	2.041428327560425
Cacna2d1	5	15934691	16374511	+	Cacna2d1	ENSMUSG00000040118	calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]	+	gene	Name match	0	1.2013120651245117	1.7732731103897095	1.9660555124282837	3.1859893798828125	-0.7154607772827148	2.229597568511963	1.8739875555038452	3.5802924633026123
Sema3c	5	17574281	17730268	+	Sema3c	ENSMUSG00000028780	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]	+	gene	Name match	0	-2.7460968494415283	1.2714673280715942	-1.9614933729171753	2.5363900661468506	-1.9339114427566528	1.3373026847839355	0.5445806384086609	2.509627103805542
Phtf2	5	20758663	20882124	-	Phtf2	ENSMUSG00000039987	putative homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:1916020]	-	gene	Name match	0	5.838885307312012	5.72882604598999	5.959378719329834	6.176811218261719	5.508903503417969	5.883083343505859	5.539779186248779	5.992872714996338
Fam126a	5	23915276	24030690	-	Fam126a	ENSMUSG00000028995	family with sequence similarity 126, member A [Source:MGI Symbol;Acc:MGI:2149839]	-	gene	Name match	0	3.5874218940734863	4.05319881439209	3.804671049118042	4.655288219451904	3.312147378921509	4.7071685791015625	3.89428448677063	4.116818904876709
Insig1	5	28071363	28078662	+	Insig1	ENSMUSG00000045294	insulin induced gene 1 [Source:MGI Symbol;Acc:MGI:1916289]	+	gene	Name match	0	7.122309684753418	7.333657741546631	7.533435344696045	7.7816548347473145	7.399227619171143	8.59673023223877	8.347847938537598	8.962437629699707
En2	5	28165694	28172166	+	En2	ENSMUSG00000039095	engrailed 2 [Source:MGI Symbol;Acc:MGI:95390]	+	gene	Name match	0	4.953764915466309	3.1013615131378174	4.961193561553955	3.923307418823242	3.784968137741089	1.9128280878067017	3.306696891784668	1.9649800062179565
Cnpy1	5	28200819	28245806	-	Cnpy1	ENSMUSG00000044681	canopy FGF signaling regulator 1 [Source:MGI Symbol;Acc:MGI:2442451]	-	gene	Name match	0	4.5182318687438965	3.8752095699310303	4.217796802520752	4.639915466308594	4.382326602935791	4.299703121185303	4.589698314666748	5.120028018951416
Selenoi	5	30232581	30272427	+	Selenoi	ENSMUSG00000075703	selenoprotein I [Source:MGI Symbol;Acc:MGI:107898]	+	gene	Name match	0	4.423862934112549	5.123448848724365	4.820515155792236	5.714685916900635	5.120423793792725	4.914102077484131	2.7292144298553467	3.7391884326934814
Emilin1	5	30913402	30921277	+	Emilin1	ENSMUSG00000029163	elastin microfibril interfacer 1 [Source:MGI Symbol;Acc:MGI:1926189]	+	gene	Name match	0	-0.6478981971740723	2.675931930541992	-0.27382346987724304	1.2641181945800781	1.7710164785385132	1.752498984336853	1.9541202783584595	2.6799325942993164
Nsd2	5	33820725	33897975	+	Nsd2	ENSMUSG00000057406	nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574]	+	gene	Name match	0	6.211685657501221	6.601675510406494	6.502691745758057	7.128897190093994	6.428363800048828	5.985593795776367	6.009981632232666	5.362979888916016
Nat8l	5	33995984	34005916	+	Nat8l	ENSMUSG00000048142	N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]	+	gene	Name match	0	-1.016381025314331	2.303969383239746	0.448112815618515	3.988243341445923	-3.0042102336883545	1.5931655168533325	-0.9989544749259949	1.7213621139526367
Mxd4	5	34173883	34187720	-	Mxd4	ENSMUSG00000037235	Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]	-	gene	Name match	0	1.4148671627044678	2.6861088275909424	1.392329216003418	3.716501235961914	0.8730507493019104	2.753591775894165	0.6394159197807312	1.8594741821289062
Ppp2r2c	5	36868513	36955078	+	Ppp2r2c	ENSMUSG00000029120	protein phosphatase 2, regulatory subunit B, gamma [Source:MGI Symbol;Acc:MGI:2442660]	+	gene	Name match	0	6.436457633972168	4.29980993270874	6.5407185554504395	5.699146270751953	4.365314483642578	1.9161049127578735	5.010495185852051	2.226219892501831
Otop1	5	38275972	38304217	+	Otop1	ENSMUSG00000051596	otopetrin 1 [Source:MGI Symbol;Acc:MGI:2388363]	+	gene	Name match	0	0.5734227895736694	0.014840560965240002	-0.13087570667266846	1.4882601499557495	-3.5831987857818604	-2.464341163635254	-2.9543704986572266	-3.2439699172973633
Cpeb2	5	43233170	43289724	+	Cpeb2	ENSMUSG00000039782	cytoplasmic polyadenylation element binding protein 2 [Source:MGI Symbol;Acc:MGI:2442640]	+	gene	Name match	0	2.8313121795654297	0.7980234026908875	2.8053815364837646	2.5545523166656494	0.5180190205574036	0.254243940114975	2.283233880996704	1.6313886642456055
Qdpr	5	45434021	45450236	-	Qdpr	ENSMUSG00000015806	quinoid dihydropteridine reductase [Source:MGI Symbol;Acc:MGI:97836]	-	gene	Name match	0	6.638050079345703	6.61500358581543	6.839118957519531	7.026952266693115	7.09399938583374	7.786723613739014	6.875559329986572	7.453693389892578
Adgra3	5	49959956	50059006	-	Adgra3	ENSMUSG00000029090	adhesion G protein-coupled receptor A3 [Source:MGI Symbol;Acc:MGI:1917943]	-	gene	Name match	0	6.087153911590576	5.929153919219971	6.197410583496094	6.5926289558410645	5.914208889007568	5.515380382537842	6.098219394683838	5.698982238769531
Lgi2	5	52533517	52566462	-	Lgi2	ENSMUSG00000039252	leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]	-	gene	Name match	0	0.20734843611717224	-0.08649876713752747	1.2824411392211914	1.8841720819473267	-1.6102935075759888	0.1302543729543686	2.6555371284484863	2.5616953372955322
Arap2	5	62602445	62766159	-	Arap2	ENSMUSG00000037999	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2684416]	-	gene	Name match	0	3.6829910278320312	3.10920786857605	3.843277931213379	3.8510215282440186	2.911271095275879	2.3222267627716064	3.194880247116089	2.6765778064727783
Klhl5	5	65107539	65168188	+	Klhl5	ENSMUSG00000054920	kelch-like 5 [Source:MGI Symbol;Acc:MGI:1919028]	+	gene	Name match	0	2.426051139831543	1.7274388074874878	2.5388424396514893	2.972332715988159	2.4172706604003906	3.003512144088745	3.1021156311035156	2.932039260864258
Ugdh	5	65413221	65435949	-	Ugdh	ENSMUSG00000029201	UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785]	-	gene	Name match	0	6.645263671875	6.222540378570557	6.670712947845459	6.608024597167969	6.8034234046936035	6.63009786605835	5.703035831451416	5.427270889282227
Uchl1	5	66676091	66687234	+	Uchl1	ENSMUSG00000029223	ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]	+	gene	Name match	0	6.2726850509643555	6.916245937347412	6.170383930206299	7.346375942230225	5.197418689727783	7.534957408905029	6.4426655769348145	7.0447998046875
Atp8a1	5	67618140	67847434	-	Atp8a1	ENSMUSG00000037685	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 [Source:MGI Symbol;Acc:MGI:1330848]	-	gene	Name match	0	2.9188013076782227	3.0350494384765625	3.4730606079101562	3.780117988586426	2.0417675971984863	2.002302408218384	3.951918363571167	3.559668779373169
Guf1	5	69556923	69575973	+	Guf1	ENSMUSG00000029208	GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]	+	gene	Name match	0	4.753109931945801	4.982397079467773	5.017665386199951	5.484555721282959	5.082677364349365	5.845997333526611	5.164541244506836	5.882663249969482
Cox7b2	5	71442824	71548205	-	Cox7b2	ENSMUSG00000049387	cytochrome c oxidase subunit 7B2 [Source:MGI Symbol;Acc:MGI:1925424]	-	gene	Name match	0	-0.405184805393219	-1.3954776525497437	1.1916505098342896	1.501261830329895	-0.44743427634239197	2.192753553390503	-3.634694814682007	-0.32556405663490295
Gabra4	5	71569749	71658308	-	Gabra4	ENSMUSG00000029211	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4 [Source:MGI Symbol;Acc:MGI:95616]	-	gene	Name match	0	-3.6905813217163086	1.3676913976669312	-3.5269346237182617	3.3326656818389893	-3.633866548538208	1.175230860710144	-3.584027051925659	1.5578051805496216
Nfxl1	5	72513301	72559684	-	Nfxl1	ENSMUSG00000072889	nuclear transcription factor, X-box binding- like 1 [Source:MGI Symbol;Acc:MGI:1923646]	-	gene	Name match	0	4.795767307281494	4.728176593780518	5.305071830749512	5.352266311645508	4.993895053863525	5.151524543762207	5.007735729217529	4.9148125648498535
Kit	5	75574916	75656722	+	Kit	ENSMUSG00000005672	KIT proto-oncogene receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:96677]	+	gene	Name match	0	8.767213821411133	5.323389530181885	8.940739631652832	5.932025909423828	8.152491569519043	5.015631675720215	8.458510398864746	6.141876220703125
Rest	5	77265491	77286432	+	Rest	ENSMUSG00000029249	RE1-silencing transcription factor [Source:MGI Symbol;Acc:MGI:104897]	+	gene	Name match	0	8.512393951416016	8.070940971374512	8.308489799499512	7.606513500213623	8.078513145446777	7.66090202331543	7.91571569442749	7.032321929931641
Gc	5	89417522	89457898	-	Gc	ENSMUSG00000035540	vitamin D binding protein [Source:MGI Symbol;Acc:MGI:95669]	-	gene	Name match	0	-3.614579677581787	-3.0311079025268555	-3.5269346237182617	0.15043935179710388	-3.5831987857818604	-3.6223180294036865	0.16285450756549835	3.1349246501922607
Plac8	5	100553725	100572245	-	Plac8	ENSMUSG00000029322	placenta-specific 8 [Source:MGI Symbol;Acc:MGI:2445289]	-	gene	Name match	0	-0.5385780334472656	2.7983691692352295	-2.8972785472869873	1.4195575714111328	-3.0042104721069336	1.3772815465927124	2.8964874744415283	5.048565864562988
Klhl8	5	103861973	103911259	-	Klhl8	ENSMUSG00000029312	kelch-like 8 [Source:MGI Symbol;Acc:MGI:2179430]	-	gene	Name match	0	3.795365810394287	5.031653881072998	4.275230884552002	5.627430438995361	3.9499967098236084	5.639350891113281	4.989159107208252	5.3827362060546875
Hsd17b11	5	103989762	104021919	-	Hsd17b11	ENSMUSG00000029311	hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821]	-	gene	Name match	0	4.763785362243652	6.809889316558838	4.493455410003662	6.357581615447998	5.311777591705322	7.006621837615967	5.356753826141357	6.012400150299072
Spp1	5	104435118	104441050	+	Spp1	ENSMUSG00000029304	secreted phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:98389]	+	gene	Name match	0	9.120037078857422	5.738353252410889	9.252235412597656	6.375846862792969	9.442994117736816	6.912967681884766	9.74339771270752	7.2932868003845215
Hfm1	5	106840192	106926321	-	Hfm1	ENSMUSG00000043410	HFM1, ATP-dependent DNA helicase homolog [Source:MGI Symbol;Acc:MGI:3036246]	-	gene	Name match	0	1.2271127700805664	1.5092710256576538	2.3083336353302	2.629836320877075	-1.4894367456436157	1.01710045337677	-3.634694814682007	0.26213863492012024
Fgfrl1	5	108692382	108706924	+	Fgfrl1	ENSMUSG00000008090	fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920]	+	gene	Name match	0	3.7161240577697754	2.9118356704711914	4.285903453826904	4.230189800262451	3.3193676471710205	4.0721659660339355	2.4611353874206543	3.7347562313079834
Acacb	5	114146535	114250761	+	Acacb	ENSMUSG00000042010	acetyl-Coenzyme A carboxylase beta [Source:MGI Symbol;Acc:MGI:2140940]	+	gene	Name match	0	7.153201103210449	4.602508068084717	6.949966907501221	3.835908889770508	5.259219169616699	4.618149280548096	6.0413737297058105	4.479079246520996
